Student Name,Event Name,Dept,College,City,District,feedback
Felicia Moreno,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,2
Carmen Collins,Bridge Engineering Workshop,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Darryl Martin,Mechatronics and Robotics Expo,MECH,Sathyabama University,Chennai,Chennai,4
Mr. Daniel Johnson,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Jay Rojas,Smart Cities Forum,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,2
Justin Stuart,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Julia Lopez,Robotic Process Automation Summit,CSE,Government College of Technology,Trichy,Trichy,4
Vincent Young,Advanced Robotics Workshop,CSE,SSN College of Engineering,Chennai,Chennai,3
Jesse Johnston,Bridge Engineering Workshop,CIVIL,Sathyabama University,Chennai,Chennai,3
Allen Martinez,Mechatronics and Robotics Expo,MECH,Sathyabama University,Chennai,Chennai,5
Heather Butler,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Tyrone Anderson,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Gregory Le,Cyber Intelligence Summit,CSBS,SSN College of Engineering,Chennai,Chennai,5
Andrea Vaughan,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Tracy Ross,AI for Healthcare Symposium,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Audrey Carter,Smart Cities Forum,CIVIL,Government College of Technology,Trichy,Trichy,2
Angela Young DVM,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Miranda Moody,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Michael Carter,Wind Energy Innovations Symposium,ECE,Sathyabama University,Chennai,Chennai,3
Monica Keller,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Samuel Villa,Data Science & AI for Healthcare,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Danny Kirk,Wind Energy Innovations Symposium,ECE,SSN College of Engineering,Chennai,Chennai,2
Danielle Webb,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Susan Burgess DVM,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Charles Owen,Blockchain for Supply Chains Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5
Joshua Vaughan,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Bill Humphrey,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Kelly Brown,Cyber Intelligence Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5
Patrick Grant,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Cameron Perkins,AI for Healthcare Symposium,AI&DS,Government College of Technology,Trichy,Trichy,5
Stephanie Soto,Cyber Intelligence Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Bill Ball,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Fernando Allen,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Vanessa Ruiz,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Melanie Miller,Data Science & AI for Healthcare,AI&DS,SSN College of Engineering,Chennai,Chennai,5
Rose Nguyen,3D Printing Revolution Expo,MECH,Government College of Technology,Trichy,Trichy,3
Sharon Weiss,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Andrea Harrington,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Donna Coffey,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Stanley Murray,Robotic Process Automation Summit,CSE,SSN College of Engineering,Chennai,Chennai,3
Jennifer Taylor,Mechatronics and Robotics Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Bethany Wilson,Bridge Engineering Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Andrew Ballard,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
John Sanders,Autonomous Vehicle Expo,ECE,Government College of Technology,Trichy,Trichy,4
Michael Mason,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,2
Shane Stewart,Autonomous Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Christine Fisher,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Bryan Reynolds,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Rachel Brown,Robotic Process Automation Summit,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Ashley Green,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,2
Janet Hill,Smart Cities Forum,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Jeff Conrad,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Jonathan Shah,Sustainable Building Workshop,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,5
Justin Watson,Sustainable Building Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Timothy Lee,Mechatronics and Robotics Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Justin Solomon,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Joshua Fisher,Mechatronics and Robotics Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Natasha Hill,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Stephanie Scott,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,3
Kendra Dennis,Data Science & AI for Healthcare,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Carolyn Shaw,Advanced Robotics Workshop,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3
Monica Roberts,Cyber Intelligence Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Ronald Henry,Smart Cities Forum,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Mitchell Gould,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Natasha George,Machine Learning for Finance Forum,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Steven Wolfe,AI for Healthcare Symposium,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Tara Carter,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,5
Laura Mcgee,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Samantha Hughes,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Eric Castillo,AI for Healthcare Symposium,AI&DS,Government College of Technology,Trichy,Trichy,5
David Reed,Mechatronics and Robotics Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Jessica Hebert,Space Tech Expo,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Stephen Small,Data Science & AI for Healthcare,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4
Jasmine Neal,Bridge Engineering Workshop,CIVIL,Sathyabama University,Chennai,Chennai,3
Andrew Lara,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Harry Jones,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Angie Robles,Machine Learning for Finance Forum,AIML,Government College of Technology,Trichy,Trichy,3
Alan Wilson,Advanced Robotics Workshop,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3
Brenda Roberts,Blockchain for Supply Chains Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Kathleen Calderon,Robotic Process Automation Summit,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Edward Wells,Machine Learning for Finance Forum,AIML,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Howard Harding,AI & Data Engineering Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Trevor Jensen,Cyber Intelligence Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5
Dr. Erica Ortiz,Mechatronics and Robotics Expo,MECH,SSN College of Engineering,Chennai,Chennai,3
Mrs. Michelle Mcmillan,Space Tech Expo,CSE,SSN College of Engineering,Chennai,Chennai,4
Casey Conner,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Laura Nelson,AI for Healthcare Symposium,AI&DS,SSN College of Engineering,Chennai,Chennai,4
Christopher Hill,Wind Energy Innovations Symposium,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Mark Hernandez,Mechatronics and Robotics Expo,MECH,Sathyabama University,Chennai,Chennai,4
Gina Lewis,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Teresa Nichols,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,2
James Lynch,Cyber Intelligence Summit,CSBS,SSN College of Engineering,Chennai,Chennai,5
Kelly Mann,Robotic Process Automation Summit,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Dr. Jason Prince MD,Machine Learning for Finance Forum,AIML,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Kevin Vargas,AI & Data Engineering Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4
Xavier Eaton,Machine Learning for Finance Forum,AIML,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Shelly Lowe,Machine Learning for Finance Forum,AIML,SRM Institute of Science and Technology,Chennai,Chennai,4
Sandy Smith,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Lynn Baker,Smart Cities Forum,CIVIL,Sathyabama University,Chennai,Chennai,3
Robert Johnson,Hydropower Engineering Conference,AI&DS,Government College of Technology,Trichy,Trichy,5
Michael Ferguson,AI for Healthcare Symposium,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Dustin Grant,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Kevin Hill,Sustainable Building Workshop,CIVIL,Sathyabama University,Chennai,Chennai,4
Anthony Wilson,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Mr. Cody Adkins,Autonomous Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Angela Ramirez,AI & Data Engineering Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Amanda Morgan MD,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Tammy Alvarez,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Alexis Cook,Machine Learning for Finance Forum,AIML,Sathyabama University,Chennai,Chennai,5
Craig Sparks,Mechatronics and Robotics Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Walter Petersen,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,5
Alexandra Dixon,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Keith Russell,AI & Data Engineering Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Francisco Tucker,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Dawn Durham,Advanced Robotics Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Emily Walker,3D Printing Revolution Expo,MECH,Sathyabama University,Chennai,Chennai,4
Jessica Daniels,Machine Learning for Finance Forum,AIML,Government College of Technology,Trichy,Trichy,4
Leslie Thomas,Data Science & AI for Healthcare,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Charles Holder,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Marisa Hickman,AI for Healthcare Symposium,AI&DS,Sathyabama University,Chennai,Chennai,4
Sharon Burnett,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Tiffany Conrad,Machine Learning for Finance Forum,AIML,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
David Jones,Smart Cities Forum,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,2
John Norris,Sustainable Building Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Margaret Barrett,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Theresa Stout,Cyber Intelligence Summit,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Matthew Patel,Smart Cities Forum,CIVIL,Government College of Technology,Trichy,Trichy,4
Sandra Peterson,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Michael Taylor,Autonomous Vehicle Expo,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Dawn Avila,Sustainable Building Workshop,CIVIL,Sathyabama University,Chennai,Chennai,4
Ashley Contreras,Autonomous Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Matthew Fields Jr.,Cyber Intelligence Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Brian Owen,Mechatronics and Robotics Expo,MECH,Government College of Technology,Trichy,Trichy,4
Carlos Ryan,Mechatronics and Robotics Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Victor Mahoney,Cyber Intelligence Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Willie Salazar,Autonomous Vehicle Expo,ECE,Government College of Technology,Trichy,Trichy,4
Anna Williams,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Donna Williamson,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Norma Mitchell,AI for Healthcare Symposium,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Teresa Oliver,Cyber Intelligence Summit,CSBS,Government College of Technology,Trichy,Trichy,4
Tyrone Perez,Bridge Engineering Workshop,CIVIL,Sathyabama University,Chennai,Chennai,4
William Moore,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,2
David Baker,Space Tech Expo,CSE,Sathyabama University,Chennai,Chennai,2
Joseph Miller,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Jessica Garcia,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Daniel Martin,Blockchain for Supply Chains Summit,CSBS,Government College of Technology,Trichy,Trichy,4
Dr. Melissa Wells,Smart Cities Forum,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
David Cooper,Advanced Robotics Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Kristen Mayer,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Gabrielle Edwards,3D Printing Revolution Expo,MECH,SSN College of Engineering,Chennai,Chennai,4
Teresa Johnson,Wind Energy Innovations Symposium,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Manuel Williams,Robotic Process Automation Summit,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Curtis Blanchard,3D Printing Revolution Expo,MECH,SRM Institute of Science and Technology,Chennai,Chennai,4
John Young,Robotic Process Automation Summit,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Aaron Hughes,Cyber Intelligence Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Frank Scott,AI & Data Engineering Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,2
Travis Cooper,Wind Energy Innovations Symposium,ECE,Government College of Technology,Trichy,Trichy,2
Cynthia Hernandez,Space Tech Expo,CSE,Government College of Technology,Trichy,Trichy,2
Todd Cooper,Robotic Process Automation Summit,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Jeremiah Mcdonald,Machine Learning for Finance Forum,AIML,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Ryan Houston,Advanced Robotics Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Kathryn Vargas,Bridge Engineering Workshop,CIVIL,Government College of Technology,Trichy,Trichy,4
Cristina Bowers,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Tina Cruz,Hydropower Engineering Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Elizabeth Mckay,Sustainable Building Workshop,CIVIL,Government College of Technology,Trichy,Trichy,5
Madison Hardy,Advanced Robotics Workshop,CSE,Government College of Technology,Trichy,Trichy,4
Melinda Greene,Cyber Intelligence Summit,CSBS,Government College of Technology,Trichy,Trichy,5
Jessica Watson,Wind Energy Innovations Symposium,CIVIL,Government College of Technology,Trichy,Trichy,4
Patrick Steele,Advanced Robotics Workshop,CSE,Government College of Technology,Trichy,Trichy,5
Jill Shaw,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Tammy Miller,Bridge Engineering Workshop,CIVIL,Sathyabama University,Chennai,Chennai,2
Robert Perry,Autonomous Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,5
Caleb Singh,3D Printing Revolution Expo,MECH,SRM Institute of Science and Technology,Chennai,Chennai,3
Cheryl Morales,Mechatronics and Robotics Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Jamie Cohen,AI & Data Engineering Workshop,AI&DS,Government College of Technology,Trichy,Trichy,2
Nathan Torres,Data Science & AI for Healthcare,AI&DS,Government College of Technology,Trichy,Trichy,5
Michael Butler,Advanced Robotics Workshop,CSE,Government College of Technology,Trichy,Trichy,4
Jeffrey Parker,Advanced Robotics Workshop,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3
Stephanie Kelly,Cyber Intelligence Summit,CSBS,Sathyabama University,Chennai,Chennai,4
Heather Cruz,Space Tech Expo,CSE,Government College of Technology,Trichy,Trichy,4
Joseph Wallace,Hydropower Engineering Conference,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5
Janice Wallace,Machine Learning for Finance Forum,AIML,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5
Michael Holden,Blockchain for Supply Chains Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Anthony Nash,Wind Energy Innovations Symposium,CIVIL,SRM Institute of Science and Technology,Chennai,Chennai,4
Charles Harris Jr.,Sustainable Building Workshop,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Kyle Chang,Blockchain for Supply Chains Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Mark Chapman,3D Printing Revolution Expo,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Brandy Stevenson,Space Tech Expo,CSE,SSN College of Engineering,Chennai,Chennai,2
Troy Santos,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Sandra Vasquez,AI & Data Engineering Workshop,AI&DS,Sathyabama University,Chennai,Chennai,4
Jacob Sullivan,3D Printing Revolution Expo,MECH,SSN College of Engineering,Chennai,Chennai,3
Jonathan Mejia,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Dana Vega,Hydropower Engineering Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Pamela Dominguez,Space Tech Expo,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Hannah Hughes,Robotic Process Automation Summit,CSE,Government College of Technology,Trichy,Trichy,4
Jason Patton,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Monica Hunter,Wind Energy Innovations Symposium,MECH,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Cristian Russell,Smart Cities Forum,CIVIL,Government College of Technology,Trichy,Trichy,2
Michael Murphy,Autonomous Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,4
David Torres,3D Printing Revolution Expo,MECH,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Margaret Mills,Data Science & AI for Healthcare,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
James Sheppard,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Tracy Rush,Cyber Intelligence Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Gary Campos,Bridge Engineering Workshop,CIVIL,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Andre Peterson,Autonomous Vehicle Expo,ECE,Government College of Technology,Trichy,Trichy,5
Michael Robinson,Wind Energy Innovations Symposium,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Christopher Rogers,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Donald Martinez,Sustainable Building Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Amy Tucker,Smart Cities Forum,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Lee Kennedy,Autonomous Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Christine Sullivan,3D Printing Revolution Expo,MECH,SSN College of Engineering,Chennai,Chennai,3
Brian Holmes,Space Tech Expo,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Kevin Meadows,Bridge Engineering Workshop,CIVIL,SSN College of Engineering,Chennai,Chennai,2
Angel Carroll,3D Printing Revolution Expo,MECH,SSN College of Engineering,Chennai,Chennai,4
Kristina Walker,3D Printing Revolution Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Kevin Henderson,Advanced Robotics Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Richard Booker,Robotic Process Automation Summit,CSE,SSN College of Engineering,Chennai,Chennai,4
Joshua Solomon,Cyber Intelligence Summit,CSBS,Sathyabama University,Chennai,Chennai,5
Alexis Ramos,Hydropower Engineering Conference,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Mr. Michael Morgan,AI & Data Engineering Workshop,AI&DS,Sathyabama University,Chennai,Chennai,2
Christopher Reyes,Smart Cities Forum,CIVIL,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Ricky Shannon,Advanced Robotics Workshop,CSE,Government College of Technology,Trichy,Trichy,5
Brandon Hester,AI & Data Engineering Workshop,AI&DS,SSN College of Engineering,Chennai,Chennai,3
Linda Miranda,Wind Energy Innovations Symposium,ECE,SRM Institute of Science and Technology,Chennai,Chennai,3
Eric Mccarty,AI for Healthcare Symposium,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Trevor Barrett,Data Science & AI for Healthcare,AI&DS,SSN College of Engineering,Chennai,Chennai,5
Connor Doyle,AI & Data Engineering Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Robert Gross,Autonomous Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,5
Dale Garner,Smart Cities Forum,CIVIL,Government College of Technology,Trichy,Trichy,4
Anthony Aguilar,Autonomous Vehicle Expo,ECE,Sathyabama University,Chennai,Chennai,4
Mikayla Mcknight,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
John Edwards,Robotic Process Automation Summit,CSE,Government College of Technology,Trichy,Trichy,2
Danielle Cummings,AI & Data Engineering Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Steven James,Hydropower Engineering Conference,AI&DS,Government College of Technology,Trichy,Trichy,5
Catherine Fitzgerald,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Sherry Hughes,Machine Learning for Finance Forum,AIML,Government College of Technology,Trichy,Trichy,4
Richard Hernandez,AI for Healthcare Symposium,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5
Isaiah Stafford,Data Science & AI for Healthcare,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
April Cruz,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Jeremiah Bryant,Mechatronics and Robotics Expo,MECH,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Jasmine Taylor,Advanced Robotics Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Lori Mitchell,AI & Data Engineering Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Amy Oneal,Wind Energy Innovations Symposium,AIML,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Tricia Morgan,Advanced Robotics Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Theodore Shaw,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4
Danielle Walker,Cyber Intelligence Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5
Mitchell Collins,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2
Sarah Boyd DVM,Robotic Process Automation Summit,CSE,Government College of Technology,Trichy,Trichy,3
Kathryn Mcknight,Blockchain for Supply Chains Summit,CSBS,Sathyabama University,Chennai,Chennai,5
Jenna Higgins,Blockchain for Supply Chains Summit,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3
Aaron Baker,Bridge Engineering Workshop,CIVIL,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3
Candice King,AI & Data Engineering Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5
Micheal Williams,Space Tech Expo,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4
Steven Turner,Hydropower Engineering Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
David Sellers,AI for Healthcare Symposium,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Andrea Sanchez,Smart Cities Forum,CIVIL,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Shawn White,3D Printing Revolution Expo,MECH,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
Gregory Palmer,Advanced Robotics Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5
Kim Mata,Robotic Process Automation Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3
Randy Davis,Autonomous Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4
